,polarity,user,text
3157,0,RobotClubRock,"What A Mistake Buying That Dress, I Dont Even Want To Go To Grad Anymore "
3158,0,ItsDylicious,"is back in Byron Bay @cafe Fresh, missing all my Melbourne friends "
3159,0,SiobhanLaura,@Muzzzza ur as bad as @KateEdwards 
3160,0,jessicastrust,@tombot18 Oh dear. That means I won't be driven away to do something more productive 
3161,0,James_yeah,"bugger, the spray paint just showed up, i spose that means no riding and doing work for me now    sad day!"
3162,0,unknown77,"got up, an hou ago, now lerning again. really boring stuff "
3163,0,moilive,@leepeesa Story of my life-stop looking and icaisfrank comes again ... What is this I read about a vet visit???  Memories/photos may help?
3164,0,HippyDi,"@lwmedium It is, apparently the Chinese government put pressure on The SA one not to let him in. Whole Peace conference was canceled "
3165,0,LindsayLJones,Nothin like throwin up on your customers front door 
3166,0,Zeenat_x,@J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x
3167,0,graceobrien,"@xissyx we can't go to robina, all the shops will be closed because its good friday "
3168,0,poppyd,"@acummings I've got return tickets booked for this weekend  If the exchange rate wasn't so bad I'd go, but don't mind missing it really."
3169,0,piperidine,Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom. 
3170,0,proteusguy,Something's wrong. I keep getting some error graphic instead of the music player when i go to a musician's myspace page now. 
3171,0,Little_Munchkin,Not good.....Munchkinster is not feeling well 
3172,0,Bruno108,@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?
3173,0,aka_D,"@holmpat Morning Pat!  Another one in sunny  spain?  Except its not sunny here today, cloudy and raining. "
3174,0,RellyAB,The Mighty Tap are doing a one-date world tour but I will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm
3175,0,hollykleinman,ahhh!! my webcam is messed up and won't turn on! 
3176,0,cameradeath,@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho 
3177,0,clarelancaster,@andrewwright yeah that's what I was thinking. Would love to get your feedback on my creative. Will DM you when dentist has finished 
3178,0,bubblebrothers,"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested."
3179,0,nadia_AM,i just grew another chin 
3180,0,mymaneesh,I'm in a confused state whether to implement a tab interface in the application currently i'm working in. 
3181,0,ipathia,"My sister's kitty Eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet "
3182,0,InfospikeAdam,@captainjohnhart Most people don't realise how much they'd miss it if they couldn't do it any more 
3183,0,shani_epa,"@_GERM damn it, it's so true  i need help!"
3184,0,hanwal,needs a ride to work  im not liking the pospect of the 84 bus!
3185,0,xGabii,drinking milk+being on youtube+lonely  || Emiliiee?!
3186,0,wdeveloper,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC "
3187,0,thomasjack,read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them 
3188,0,squintoo,Its bad that we cant buy it here 
3189,0,007simple,"these days i don't feel like twittering,  don't know why..."
3190,0,alanwardle,Man I want some Nike Air Yeezy's but as i don't live in states have no chance in hell  Ahh well spend the $200 on 2 pairs of sb's instead!
3191,0,andreas_lermen,Frankfurt three times but I dont understand it 
3192,0,Jrusso84,Three days since my last tweet and no concern? I could have been dead peeps! The reality is I forgot my password 
3193,0,LaTtEX,"@cocoy A person who's genuinely interested in English, Filipino, programming, and teaching should make that paper. Oh wait, that's me. "
3194,0,achmadsirman,"@jonpaulkaiser I'm probably worse than you lol so sorry, these photos are seriously long overdue  last time I buy a Sony cam: rubbish!"
3195,0,xLacerationx,@Deemaah but I thought I did  Not my fault that you dont pay attention to my genitals!
3196,0,angelsk,@overheardatmoo Wish I could have participated this time 
3197,0,jewe98,Oh i received an answer for a ticket that is 6!!!!!! month old. This is really really  fast  #cob #ticket
3198,0,catvix,I just found out I was unsuccessful in applying for the Hampshire Probation job  #fb
3199,0,alunjohn,"@Claire_S Will you be videoing or streaming or podcasting, Tweeting or anything else? Can't make it unfortunately. "
3200,0,Aliceeee91,has got work again today 
3201,0,seregon,@ollyog Well not far from the station by the looks of it just head there ;) I'm actually jealous would love to be in Belgium right now 
3202,0,robynicole,Insomnia kickin in  I hate this!!!
3203,0,LeahEarnshaw,@Laura6476 no im not     we are gunna go this hols though.   i really want to see him 
3204,0,shoxcorp,dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again :'(
3205,0,Jo_Jo85,"Ugh coffee please! Being at work at 6.45 is not good for my brain, it is now officialy melting "
3206,0,ian_si,"@ambermatson It's terrible isn't it. Don't expect many earthquakes in Euruope, certainly not bad ones "
3207,0,dineanddashed,@binncheol  you should listen to some music by this dude called andy hull and afew other blokes. I even hear they're playing ldn tomorrow!
3208,0,bryjane,No snoo-snoo for you 
3209,0,roospy,the computers might be operational but there still isn't much to do 
3210,0,jessalyn,"I think the WiFi on my iPhone is broken. It will &quot;connect&quot;, but when I actually have to use it that's another story... "
3211,0,rkhooks,@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho 
3212,0,CINDAAA,Watching death race....found out sandra cantu is dead 
3213,0,aliawesome,pizza night and i feel too sick 
3214,0,darren56,is playing basketball today? lol. i wanna go to the pub 
3215,0,IFeelloved_DiB,"@FrumiousMe T'was the antibiotics for root canal.  Will take Polaramine tonight for hives, other symptoms have gone now thank goodness."
3216,0,miss_maartje,is not impressed with the rain- I wanted to go market shopping  bleh.
3217,0,suchducks,@choadmalma i wish i could link things as good as you 
3218,0,ErinLRay,yep...it's been 6 weeks  A lady at our church is watching her.
3219,0,Thaedydal,"@darraghdoyle ah pox, say it isn't so "
3220,0,eriWz,it's raining outside. looks like snow but it's raining 
3221,0,fatchris,@mousenator cry? 
3222,0,h4nn4hhh,@andy_cyrus im still awake too lol cant sleep  glad your up tho (:
3223,0,ErinLRay,@kellymreynolds yep...it's been 6 weeks  A lady at our church is watching her.
3224,0,justinhartman,"@JasonVonBerg I've advertised on our blog, through career sites and used agencies... not sure how else I can go about it.... "
3225,0,brainfluff,@iamnipper last week  they've got the bike minus a saddle
3226,0,_owl_,@justagirl79 That's great about your license! Wish you'd got the rest of it back. 
3227,0,frenchshiver,pissed coz a friend is to busy to see me2day 
3228,0,petebw,coffee @33 is turning into Starbucks (feral children-wise) 
3229,0,James_yeah,"@achmadsirman yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet "
3230,0,ShikhaBirdie,At my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day.. 
3231,0,Spitphyre,@axon those got cancelled  Now everybody else is rattling my brains &amp; makin me cuss something terrible!!
3232,0,livvvyyy,tiredd  nothing to do today 
3233,0,remcobron,@gvenk Thanks! @AlexanderNL Sorry 
3234,0,Saffy,Mew  Today is a prescribed opiate day me thinks - grr 
3235,0,richontwitter,@ladybug27 Damn! I missed out? Why didn't you invite me? 
3236,0,cole007,@RellyAB will likely be unable to attend - crying all the way home 
3237,0,kazaroth,@spanx except I missed last weeks S.Lee and now it's gone from iPlayer 
3238,0,embee,@jamrock where did Top Cat go? 
3239,0,amygirl28,has got a cold coming  how shite!!
3240,0,wu_hu,@kev_nz LOL better let aboy021 know if he's doing the deploy before his 9:30 bedtime. Hope you are feeling better. Being sick sux 
3241,0,bodhibuggy,not able to sleep.  
3242,0,HannaManna,"That was it folks, spring's gone and winter is back...it's snowing outside "
3243,0,frenchshiver,pissed coz a friend is too busy to see me2day 
3244,0,Moe_Weather,@Bradqb13 I know the feeling man. Just lay low for a while. Some people are just like that ... 
3245,0,Baby_Queen,"weather cloudy again, everyday same time rainy  "
3246,0,OhLiviAhh,is revising 
3247,0,dmi,@catvix I am? News to me. And sorry to hear about the job 
3248,0,mars__,"Red Jaguars, Blue Barracudas, Green Monkeys, Orange Iguanas, Purple Parrots and Silver Snakes... remember Legends of the Hiddent Temple? "
3249,0,effyobie,"@hairpins haha well what makes you think you don't use big words too? SADISTIC! :p what did i say any way? and no i don't, sorry babe "
3250,0,DethInvictus,"@Frumph I'd hug you, too!  Poor Frumph.....  "
3251,0,mikaylaSTACKkk,Andre Riue on neighbours..what has the world come to...internets down  lol
3252,0,scorpiolady1,"Looks like rain today, bet it buckets down as soon as I step outside front door, always the way !!!!, downhill all the way from today "
3253,0,courty27,@renee_66 okie dokie! do you wanna ask ash and tegan and yasmin? i asked nicole but she said she cant 
3254,0,Soozintheshed,Coughing up a lung - again !  I've had this on and off since Xmas 
3255,0,Danni_JH,ive got a poorly tongue after i burnt it on my Chilli last night  Had a lovely day yday to.. thanks guys!
3256,0,SamRinny,Im up guys  lloll
3257,0,cheile,@odo_snape_maven owwie!  the dictation software won't pick up whispering eh? i know Meleney has it but dunno how good sound pickup is.
3258,0,mrhankmanthe3rd,@lauraEchilds fine I wont make it up to you  check your dm?
3259,0,MichAtagana,quite sick going to doctor now 
3260,0,wdtech,bad day 
3261,0,TRock21,Taking the rents to the airport...not excited about being up this early.Have to go to work at 8. 
3262,0,Justine_xxx,"just poked herself in the eye the mascara  but i love mascara, its a god sent"
3263,0,mattbeetar,"@MichAtagana Shame, what's wrong? "
3264,0,wheelychris,I've just got my streetcar essay back from Jerry and its still no good... ah man this is gonna be a bad day 
3265,0,Darko_Kun,Tonights episode of house was sad  I can't believe he left the show! I can't stay awake anymore I'm mad tired. Had a long day. Sleep time!
3266,0,SterlingHug,"It's 5:23 and I've been sitting around barely watching I'm Not There. I really wanted to see that movie, but I keep getting distracted. "
3267,0,iforwms,"Last day at home today  Catching the train at 10am tomorrow. Has been a nice break! But now I need some breakfast, a shower and a shave!"
3268,0,cmckelvey,"has a poorly cat at home, i want to be their to hold her fur back and pass her tissues "
3269,0,sethjeffery,"@chester_see Yes, I often take the risk of running down the DLR steps but today I just missed that last step and twisted my ankle. "
3270,0,karlkempobrien,Why does it take so long to go through one lecture which only took 52 mins to give?! and it's sunny outside. Someone is mocking me 
3271,0,tonibalony89,Another assignment to be done! an dinner with dad tomoz! 
3272,0,rainonroof,@JenMcJ will check it out. Just want a couple to read while away. New one at Liquid Silver. Just some GOOD reads-read some rubbish lately 
3273,0,jonny_wright85,Working  but looking 4ward 2 thailand and this weeks bank holiday weekend!
3274,0,O_Renn,Ewww cookies and cola dont mix well together...My tummy hurts now 
3275,0,teenymunchkins,@childrensjewell so damn annoying when that happens isn't it??  Hope she doesn't copy your work 
3276,0,kingkbk,Eminem We Made You is GAWBAGE[/Rosci] !  Imma cop Asher Roth's album instead fuck em on his &quot;ass like that &quot; flow
3277,0,lilprincstasha,Beeen Awake for awile.. Sick 
3278,0,krist0ph3r,"@mokshjuneja yesh it's a bank holiday but everyone else is working. trains, traffic, everything screwed as usual "
3279,0,quinniiii,bleh. i strongly dislike working at 5:45am everyday.  
3280,0,MrsJeff,Headache. Still a little sleepy! I miss ma babyy soo damn much right noww  WAKEE UPP!
3281,0,timwhitlock,Flight of the Conchords album has *vanished* from Spotify  What gives @spotify_com ?
3282,0,Laura6476,@LeahEarnshaw awww I'm sorry 
3283,0,tokyodrastic,Spring is finally here! Cherry Blossoms galore! Such a shame they are so temporary 
3284,0,smafian,head got bashed by a door today. 
3285,0,teenymunchkins,@MilkyMooMoo yuk! end of year accounts   I need to make a start of mine too!
3286,0,joegbs,This is amazing. But I can only get 41 words per minute  http://play.typeracer.com/
3287,0,theXartist,"@flowersophy I slept so much when I was a little girl! I just started to not sleep as well, when I turned 20 "
3288,0,milan_pandya,why do friends feast while you are on fast 
3289,0,HudsonKent,Bored of Sims for today  Still thinking of a name for me and Lukes youtube account to post our awesome new vid on  ideas people!!
3290,0,mathieule,i want to be trendy 
3291,0,PtSwager,tierd  whats pt swagger mean.. i love the sound of it
3292,0,holly_oldham,feels like i have neglected twilight im sorry  lol
3293,0,yayitsfoogie,"@Katestar Oh yes, extremely fun when whoever you talk to actually doesn't want to talk to you... I'm so lonely "
3294,0,KingOrKami,"Added the DNS system, compatibility is okay and am looking forward to the possibilities now open. But I need to rework the intro sequence "
3295,0,ThinCasey12,No cold water tap in our bathroom  I miss my cold water
3296,0,roopambahl,Another shoe throwing incident! journalist jarnail singh threw a shoe at Home minister chidambaram!! bt missed target 
3297,0,edwinvdbogert,Broke my tooth yesterday  it feels like it's spilt in half.
3298,0,annaleseisdead,@Wonginator i wish i was on spring break... 
3299,0,VAMBAY,@theresaxo I still can't believe you have to move. I will be over after work to help paint. aww RIP your walllllll 
3300,0,Hollywood_Trey,@justanotherjerk I wanna c &quot;No Doubt&quot; soooo bad!!! 
3301,0,IcarusWingz,Aw - Snapcase arent getting back together... I must have dreamt it    
3302,0,scorpiolady1,"@JonathanRKnight  You sure did do some tweets, and i missed them  glad to see you're enjoying urself, always nice to hear from you. x"
3303,0,Powla,Wishing we had fast internet NOW....not in 8 years!  http://bit.ly/I72Oi
3304,0,Trummell,Getting ready for work... 6:30-3:15..  ..
3305,0,Jad1987,stooopppiddd Abbey National!! i need to get dosh out and its blooming shut! 
3306,0,HKHam,@imagethief I know where you found that... But your URL is so much tinier than mine 
3307,0,cecilia_rollen,"finding it incredibly unfair that mom got more tan than i, even though i spent more time in the sun  miss him like crazy!"
3308,0,Suw,"@Dr_Black yes, i was invited but will be in San Francisco. Very sorry to miss it "
3309,0,shirodkartejas,My DotA ladder stats on GArena don't seem to have been updated 
3310,0,djpain,Leanne is angry at me 
3311,0,mattbeetar,@MichAtagana Ahh I'm sorry  There's a nasty virus going around apparently...Shame Atagana! 
3312,0,HazeBeLit,"Amber i don't know how often you check this, but i really miss you right now. Like, really really. So friggen much  i want a hug &lt;/Beth&gt;"
3313,0,leppardette,Ate too many Oreos yesterday. Feel very sick today 
3314,0,pjvandesande,"@mauricedb I tried the Sitecom one to, but felt to toy-like "
3315,0,lah3x,I will never like getting up at 5 am  dumb work schedule.
3316,0,Mina_Minaa,need cuddling now 
3317,0,epi_longo,"http://tr.im/imOv 锟絠, b锟絚 H?i Tho?i th? l锟� gi锟� t? cu?c ??i r?i ( M锟絥h v?n c锟絥 nh? c锟絠 nh锟� t?p th? b锟� t锟� c?a b锟絚 锟� ? ch? Tr?i "
3318,0,gracec02,Awww my Whitestrips are not staying on 
3319,0,sugree,soluna is slower than accord 
3320,0,mcCutcheon,@Contendo shit... that's horrible! poor kid... 
3321,0,generousdesignr,Btw Eventbox is available for free on Macheist for every visitors. Unfortunately I switched to Tweetdeck  http://macheist.com
3322,0,ronanohart,my back is in bits 
3323,0,d33j4y,"hmm, so the sun shining brightly thru my curtains lit up my room n woke me up  cnt sleep nw, 10 is way too early to wake up! "
3324,0,masoomtulsiani,hates maths tuition on a holiday..wanted to sync my i-pod with the latest tracks nd podcasts ! Will have to wait until im bck  #fb
3325,0,thaibaminh,V?a b锟� d?y kh?i gi??ng. M?t qu锟� 
3326,0,jules_shorty,@garcevisage  Aww did your mic work at all?
3327,0,FatherBennyCake,"@Gemmaface Awww Gemma, I hope you're not "
3328,0,CathyIreland,Where's my 'search' bar? How come Aoife got one and I didn't? Twitter must like her better than me 
3329,0,eleanorng,@suilin nobuuuuuuu!!! you evil evil girl 
3330,0,wwjackjohnsondo,I wish I were playing Reindeer Games up at Fowler... 
3331,0,__juh__,trying to write an essay in english. Painful 
3332,0,Sharontweet,@missymoouk Oh No!!  I know. I haven't cried that much since Wham split up.....
3333,0,tinker6274,mommy... is school closed today? 
3334,0,xxloolooxx,@WestEndActress nooo u shudent have deleted it  x
3335,0,chloehalone,"@kaitlinmonroe Aw, that sounds so fun! I'm so bummed that I missed it  Did you get to meet anyone?"
3336,0,Celz29,trying to check my phone bill online seems like it doesn't like me though! 
3337,0,franforlizzi,Manu Ginobili is out for the rest of the season and the playoffs  
3338,0,newtriks,"Yeh totally dig FireBug but enuff is enuff, gonna start using Safari4/Charles + ditch FF and see how debugging goes, too many FF crashes "
3339,0,bryanparker,Sad movies make me think of things that I don't really wanna think about 
3340,0,ninjamoeba,I wish there was something for dinner. 
3341,0,DG_09,Im up... I slept an hour last night... Death.... 
3342,0,nicolasgilles,"off to pick up the dog, doctor's note, and back to work "
3343,0,RedVelvetHeart,"just been given ma marching orders, gotta go do some work, yay "
3344,0,andrewmcphee,"moving moving moving, keep those boxes moving, Rawhide!! think i've gone delirious from moving "
3345,0,serengetisunset,Why is Changes by 2Pac not on iTunes? Boo 
3346,0,jmason,"ugh.  stupid bug in SpamAssassin rule-QA backend discovered, it's going to take some fixing at some point.  adding to the TODO list "
3347,0,jnjr83,@babyvtec yeah.. Hw 
3348,0,123lottie,handyman just cancelled on me 
3349,0,hodgkinsonx,hi twiitters  i ammm sooooo tired right nowwww . FALLING ASLEEP ON MSN ! i am thinking a less lazy day today ;P xx
3350,0,katkin85,fed up of being ill 
3351,0,rehan_92,wow. everyone has abandoned twitter 
3352,0,RedVelvetHeart,"just been given ma marching orders, gotta go do some work, yay  "
3353,0,retorta,"@andrerib Oh, today it is not possible for me  Family matters, but i will try to attend next !"
3354,0,sadeburnett,gd mornin world. i hav a cold.. my throat is burnin! 
3355,0,yazza9,Morning people. Away to get some breakfast and then sort myself out and then must start on HWm no lazing about today  Xx
3356,0,LDelphian,Guess I should go to bed... Have to be up in 5.5 hours... haven't been able to sleep lately too stressed about website not being done yet 
3357,0,wakeuphate,@aventure That's windows for you... I get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me
3358,0,jnjr83,@babyvtec geez it's so late for you!! Good luck at work tomorrow  I am soooo knackered too. Love you!
3359,0,RedVelvetHeart,"just been given ma marching orders, gotta go do some work, yay.........  "
3360,0,shutupstupidho,@DanaEatsYou   hahaha im sorry  i didnt mean to. and you're supposed to film the day of silly! thats cheating doing it the day before!
3361,0,scorpiolady1,"@DonnieWahlberg Wise words but life sometimes doesn't work out as you plan, life has a habit of kicking you when you're down. "
3362,0,abby_behappy,Gosh  It is raining in summer cause of the global warming?
3363,0,Lani_bears,@Pigman i love the cooler trenchcoat weather!! but DNW the darker evenings as it's scary to run at night 
3364,0,punkie331, i close my eyes nd i see your face..:/ whens it gonna stop? ::sigh times 5::
3365,0,rebekahthornton,I have packed off hubby to Bristol! Missing him already 
3366,0,jorja_xoxo,Doing homework 
3367,0,AviiS,@HopeOk but i will be soon.  -dies-
3368,0,l_brown,"@rustyrockets I'll give you a fiver towards the fine - not much, but Im skint from paying for  Al Darlings eyebrow waxing "
3369,0,DonMcAllister,"Hmm, A request for me to feature an app on my site from a &quot;Merketing Specialist&quot; (sic) addressed to &quot;Dear Editor!&quot;  Oh dear "
3370,0,risha_,@nishitd NO!  I missed everything.. 1/4 onwards. Stupid work getting in the way of tennis.  
3371,0,nick730,Thought this being a 4-day week would make Tuesday more bearable. I was wrong 
3372,0,joanneeadie,I'm more tired than a very tired thing today. 
3373,0,mr_trick,@Mark_Mulligan Exactly! That was the core of my concept for Virgin. Just a shame the money ran out before we could realise it 
3374,0,spikylau,@jonathanchong I could do with a long week 
3375,0,ian_si,"@ambermatson Yes, seems to have been much worse than normal over past few months "
3376,0,sarahearles,just found the most gorgeous pair of vintage dior sunglasses... they are 锟�125 though 
3377,0,Tittch,"I am a work martyr. Give me chocolate, coffee and sympathy. And now my cat's decided she's dying "
3378,0,carenduff,"nothing much, not well, in bed all day!!! "
3379,0,ReekRude,Looking at the rain fall in Rotterdam.. 
3380,0,AmieSC,@eoghanquigg wish i could but i'm no where near belfast  -- love the new song btw!
3381,0,privateStatic,fever has started  anyone have any miracle cures for a cold?
3382,0,mercuryvapour,"I have just really, really splattered the bowl "
3383,0,MissNina,Why do most videos i play skip and jump 
3384,0,hayleyclaudia,is hungover  and just wants to stay in bed all day ?
3385,0,lexusperplexus,I just set up a Twitter profile for one of my colleagues and noticed he's got a much more swish sidebar - how do I get that? 
3386,0,smilinglauz,Had a great 21st birthday but is sick as with the flu 
3387,0,alfonsostreet,@fromthestars I WANNA GO TO AN AMUSEMENT PARK.  EK is getting tired. :|
3388,0,Wilkopops,"Just had myself as driving lesson, went pretty well.  Need to stop crossing my hands over on the wheel apparently though, bad times "
3389,0,ChefShaneFrisco,"Found a nice lake-side park with a small beach, but . . . no grills   Oh well . . . I'll have to keep looking - another time."
3390,0,maddihorse,@billbeckett Did you know tai means shit in indonesian. 
3391,0,miss_rini,"is dreading tomorrow   I HATE hospitals, especially when it's your baby that is the patient."
3392,0,Chadwyn28,not feeling so hot 
3393,0,jamieyork,"@jedi58 Yup. The whole game was amazing technically, it looked great. Gutted I sold the game and my original Xbox now actually. "
3394,0,bloodyorme,is not looking forward to working today 
3395,0,scorpiolady1,"Blooming great, change of weather now I have a cold, just my luck, don't seem to be having much luck lately... life sucks at the mo "
3396,0,andyroser24,@playandstay Well i've actually only been to Thorpe Park   So I'm sooo looking forward to Alton Towers!
3397,0,gabbyortanez,WANTS TO GO OUT BADLY 
3398,0,timd6156,this is way to early to go to work 
3399,0,Micc_x,@bradiewebbstack sway sway tour in julyyyyy! exitedd muchh  follow me pleaseeee? i need more followerss 
3400,0,0ppro,Living on Neurofen for another day. Please go away headache. 
3401,0,joshua_love,is gonna start revising for exams in May 
3402,0,vindiekins,@LadyErlynne awwww.  you could always post in the Transfig classroom with Sharmila
3403,0,laceylingerie,I have to go to the library and get some books on the bloody was  I really can't be bothered with these A levels anymore
3404,0,jessbabiixxx,nothinn  nothings on tv  maybe they've run out of programs
3405,0,savagestar,"@RetraceLady @djslump Morning! Oh no, more of them?  #terremoto #earthquake #italy"
3406,0,frances90,is seriously wondering what the Australian public were thinking by kicking my baby Kat off of SYTYCD!  I miss her already...
3407,0,themestup,so today is apparently cuddle up day. and i have no one to cuddle up with. 
3408,0,laz18,@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx
3409,0,VinoGlocal,"@Winetweat: sorry  but follow us, we're going to publish pictures and video and sometimes also in english"
3410,0,whatevermort,"@quinparker I find that, in this age of internettery, this is how you perfectly express sorrow and empathy for another's pain "
3411,0,ConorWinders,ARGH finally figured out whats killing 'Inquizitor' games on Jailbroken devices. About 30 1 star reviews too late though!  Fix on the way
3412,0,Morledge,"Considering new business name, which means new logo and website. Finding it very difficult to pick a name though. Been 2 weeks  #fail"
3413,0,manish_khatri,Office time.!! 
3414,0,jennsbookshelf,@beatccr I can't wait to read that one...still waiting on my copy 
3415,0,taniajannoun,having lunch on my desk while i work 
3416,0,harissamin,wants an iphone 
3417,0,rheaaa,ITS APRIL! STOP SNOWING!!! 
3418,0,GGKintyre,Trying to find the motivation to write some essays and finding it sad that my life revolves around essay writing 
3419,0,zompzwin,I heard he stopped singing.  It's a shame锟� ? http://blip.fm/~3xath
3420,0,nunoncastors,@theletterj Couldn't agree more. People keep stealing my elastic band ball 
3421,0,Pobbles,Stuck inside...poorly little people 
3422,0,thriftymom,@MizFitOnline Is ur host down? I'm getting nothin' 
3423,0,megilicious,@lyn_ thanks hun.. didnt even no he was going to be on... pitty we couldnt see him sing 
3424,0,paulrjmellors,@myrtti  ouch
3425,0,steeley,"I'm all snuffly and then hot and cold, tired and bunged up.  Woe is me "
3426,0,AmyGrindhouse,"Just a heads up. Site's being wonky, so will like probably post late today. Flippin technical issues. "
3427,0,maddyks,@skinnylatte its a great article but quite sad. We are the saddest pinnacle of evolution 
3428,0,ThisIsOurs_info,Goodbye Jive test server - so very sorry to have to shut you down 
3429,0,RockChick182,I'm up  amy's coming around today so i have to clean my room 
3430,0,galopp,finishing the tax return... instead of making some tracks or enjoying the sun... 
3431,0,kao_ami,be offline 
3432,0,peta_davies,hoping my new kitten is well - as she isn't eating or drinking - hopefully just stress of a new place 
3433,0,cwkong2,@danielhcwong Taylor 814ce --&gt; #&amp;$(#&amp;$!(@#$(!@#*$(#!( sweet mother of #@&amp;$(!@#($*(!@#*$(!@#&amp;$(!@#$&amp;!(@#!#@($... my livie is only 2900 
3434,0,lyditriz,@elltotheice poor kid  damn all those people who want to cut there grass 锟絖_锟� ahaha! 15days&lt;3
3435,0,rotekatze,"I'm wish I wouldn't have drank coffee all day long, need sleep, must sleep, can't sleep "
3436,0,Buzzyboo,"is feeling even worse..  cold, cough, sore throat.. the works "
3437,0,awtribute,"finally have the vintage logo of greatness over here now...kinda tough to do right now w/o a home computer  ... oh well, someday"
3438,0,sarahroters,is feeling weird today. happy and sad at the same time. and missing my people from italy  ilyyy &lt;3
3439,0,xcool,"argh, there goes my plans for Friday... "
3440,0,Katy_Louise,@heidimontag : i dont know im in the UK so isn't out here yet  so jealous
3441,0,iNickyy,got formal invitation. what am i gonna do about my date? i should've said to put &quot;Nick &amp; Guest&quot;. 
3442,0,Molecat84,ande now I'm not sure I want to associate with such a violet product  may have a re-think about my screen name
3443,0,lexaah,@markhardy1974 it IS but i'm still waiting for my ride  #itm
3444,0,jesscocaine,wish the sun would shine more.  i have a cute yellow dress to wear. COME ON SUN. COME OUT AND PLAY. stupid england.
3445,0,JaceChannel5,"well, my foot odor problem is def. back!  hmph. "
3446,0,theguru42,The drawback to this is that every picture I take with my phone is broadcast and is sent with the file name as text.  #AutomationAtaCost
3447,0,kittencaboodle,"@petemc they're horrible, they're out to get me "
3448,0,Mike_Laverick,dontcha just love microsoft corrupted open XML documents. 
3449,0,Simonerose,i have fucking shin splints!!!! im in pain.....DRUGS PLEASE......i never realised they could be so painful 
3450,0,clareedwards,@taratomes I applied to go on that - but my Dad wouldn't drive me to Manchester for the auditions 
3451,0,SterlingHug,I have no idea how to use twitter.  No one wants to follow me cause I'm a bland person.
3452,0,djodcouk,@helenthornber I dunno but I used to get fruitsalads and blackjacks from the post office...we never got applejacks tho 
3453,0,RockChick182,My best friend Amy is coming round today to i've got to clean the house  and i've got to find my amp cable
3454,0,Aashrey,where is my phone &amp; good foods? aaaaaaaaah  
3455,0,PhantomV48,"The Muppet Whatnot Workshop site is temporarily down, apparently totally sold out &quot;Working hard to get it back ASAP&quot;  Hurry up, y'all. "
3456,0,ednaiscool51,ednaiscool51 is up again yay! but all my videos are gone 
3457,0,achmadsirman,"@James_yeah gah, poor illazilla and shame about the mutt  but best of luck  this time around!"
3458,0,DanielMiller89,@iB3nji Yeh i know but it wasnt on the showbags list in the paper the other day  I heard that they are broadcasting from the show on Thurs
3459,0,Meryl_F,@alexfoster  re cat. Prob have amazing effect on vet bills too?  Watch for changes in character of remaining cat-puss!
3460,0,Lingkan_bella,NEED UUUUUUUUUUUUUU.....  http://plurk.com/p/n0vpg
3461,0,EMILYstack,"@sonnyjoeflangan goddammit, i missed it  what 3 songs? xx"
3462,0,izzy4u,"@CatQ was so thinking of you, family and friends. Glad you're okay! But It's a black day for Italy, with all those people killed. "
3463,0,TatiLav,Just had a great time... that is if I forget about the fight on the way back... 
3464,0,DramaQueenx,Horrible Weather 
3465,0,learningforevil,@DavidBlue someone spoiled it for me last week 
3466,0,wyndwitch,@nicsknots  What up?
3467,0,ammaryasir,"cant eat, drink or breath thanks to the bad throat infection "
3468,0,ammaryasir,"cant eat, drink or breath properly thanks to the bad throat infection "
3469,0,AliceMary92,Shattered 
3470,0,pinguprue,'s nanna just passed away 
3471,0,Dionza,Having delay to 1500 
3472,0,carrotmadman6,Uni sucks! Have to leave home at 12:00 to attend a lecture at 14:30 to 16:30.  &amp; roadworks everywhere - MT installing fibre cables.
3473,0,WannaBeKoola,"Started his 12 week training, it's going tobbr tough with so many birthdays, currently at work    http://twitpic.com/2y81k"
3474,0,Tittch,It's so upsetting. Ami's in agony and the vet can't see her until 6pm. My poor little thing 
3475,0,kassy4,"@matthewknight i don't know...! I can ping the site, but it won't load at all for me...  I'm trying to contact dreamhost "
3476,0,megastar85,no body ever replys to me 
3477,0,appleplex,"@edbehrens 'Thanks for all the good luck! Alas, I wasn't good enough  don't really want to explain but thanks for everything I &lt;3 you all'"
3478,0,Barbieash,cannot stop coughing  so much for sleeeping
